 0.0235646, -6.9715E007
-6.0375E007, 3.48575E007
6.0375E007, 3.48575E007
         0,          0
         0,          0
         0,          0
         0,          0
         0,          0
         0,          0
         0,          0
         0,          0
         0,          0
         0,          0
         0,          0
         0,          0
         0,          0
         0,          0
         0,          0
         0,          0
         0,          0
         0,          0
         0,          0
         0,          0
         0,          0
         0,          0
         0,          0
         0,          0
         0,          0
         0,          0
         0,          0
         0,          0
         0,          0
         0,          0
         0,          0
         0,          0
         0,          0
         0,          0
         0,          0
         0,          0
         0,          0
         0,          0
         0,          0
         0,          0
         0,          0
         0,          0
-0.0613692,  0.0164603
-0.0613692,  0.0164603
         0,          0
         0,          0
 0.0352838, -0.00931148
         0,          0
         0,          0
 -0.163457,  0.0442522
 -0.163457,  0.0442522
         0,          0
         0,          0
         0,          0
-0.0584272,  0.0155666
         0,          0
         0,          0
 -0.424544,   0.118091
 -0.424544,   0.118091
 -0.424544,   0.118091
         0,          0
         0,          0
 0.0263092, -0.00694756
         0,          0
         0,          0
-0.0678193,   0.018201
-0.0678193,   0.018201
         0,          0
         0,          0
-0.00202068, 0.000536157
         0,          0
         0,          0
 -0.104994,  0.0282856
 -0.104994,  0.0282856
         0,          0
         0,          0
         0,          0
 -0.224033,  0.0602562
         0,          0
         0,          0
 -0.240096,  0.0659209
 -0.240096,  0.0659209
 -0.240096,  0.0659209
         0,          0
         0,          0
-0.0779704,  0.0210505
-0.0779704,  0.0210505
-0.0779704,  0.0210505
         0,          0
         0,          0
 -0.176599,  0.0482145
 -0.176599,  0.0482145
 -0.176599,  0.0482145
         0,          0
         0,          0
 -0.231933,  0.0636382
 -0.231933,  0.0636382
 -0.231933,  0.0636382
         0,          0
         0,          0
-0.0620626,  0.0166445
-0.0620626,  0.0166445
         0,          0
         0,          0
         0,          0
         0,          0
         0,          0
         0,          0
 0.0478414,  -0.012617
 0.0478414,  -0.012617
         0,          0
         0,          0
         0,          0
         0,          0
 0.0978915,  0.0916918
         0,          0
         0,          0
         0,          0
         0,          0
 0.0286291,   0.026791
 0.0286291,   0.026791
         0,          0
         0,          0
         0,          0
         0,          0
  0.122331,   0.113533
  0.122331,   0.113533
         0,          0
         0,          0
         0,          0
         0,          0
  0.143466,   0.132762
  0.143466,   0.132762
         0,          0
         0,          0
         0,          0
         0,          0
0.00537743, 0.00503081
         0,          0
         0,          0
         0,          0
         0,          0
  0.285862,   0.261554
         0,          0
         0,          0
         0,          0
         0,          0
         0,          0
         0,          0
         0,          0
