t, Iteration, LoadMultiplier, Mode, LoadModel, Storage2Model,  Qnominalperphase, Pnominalperphase, CurrentType, |Iinj1|, |Iinj2|, |Iinj3|, |Iterm1|, |Iterm2|, |Iterm3|, |Vterm1|, |Vterm2|, |Vterm3|, kWh, State, kWOut, kWIn, kvarOut, DCkW, kWTotalLosses, kWInvLosses, kWIdlingLosses, kWChDchLosses, kWh Chng, InvEff, InverterON, Vref, Vavg (DRC), VV Oper, VW Oper, DRC Oper, VV_DRC Oper, kWDesired, kW VW Limit, Limit kWOut Function, kVA Exceeded,Vthev, Theta
12, 2, 1, Daily, PowerFlow, 1,     0.00,    -0.00, Injection,      0.6,      0.6,      0.6,      0.6,      0.6,      0.6,    277.1,    277.1,    277.1, 428.200272821425, 0, 0, 0.5, -1.4210854715202E-017, -0.5, 0.5, 0, 0.5, 0, 0, 1, 1, 9999, 9999, 9999, 9999, 9999, 9999, 0, 9999, 50, 0, 
13, 1, 1, Daily, PowerFlow, 1,     0.00,    -0.00, Injection,      0.6,      0.6,      0.6,      0.6,      0.6,      0.6,    277.1,    277.1,    277.1, 428.200272821425, 0, 0, 0.5, -1.4210854715202E-017, -0.5, 0.5, 0, 0.5, 0, 0, 1, 1, 9999, 9999, 9999, 9999, 9999, 9999, 0, 9999, 50, 0, 
13, 2, 1, Daily, PowerFlow, 1,     0.00,    -0.00, Injection,      0.6,      0.6,      0.6,      0.6,      0.6,      0.6,    277.1,    277.1,    277.1, 428.200272821425, 0, 0, 0.5, -1.4210854715202E-017, -0.5, 0.5, 0, 0.5, 0, 0, 1, 1, 9999, 9999, 9999, 9999, 9999, 9999, 0, 9999, 50, 0, 
14, 1, 1, Daily, PowerFlow, 1,     0.00,    -0.00, Injection,      0.6,      0.6,      0.6,      0.6,      0.6,      0.6,    277.1,    277.1,    277.1, 428.200272821425, 0, 0, 0.5, -1.4210854715202E-017, -0.5, 0.5, 0, 0.5, 0, 0, 1, 1, 9999, 9999, 9999, 9999, 9999, 9999, 0, 9999, 50, 0, 
14, 2, 1, Daily, PowerFlow, 1,     0.00,    -0.00, Injection,      0.6,      0.6,      0.6,      0.6,      0.6,      0.6,    277.1,    277.1,    277.1, 428.200272821425, 0, 0, 0.5, -1.4210854715202E-017, -0.5, 0.5, 0, 0.5, 0, 0, 1, 1, 9999, 9999, 9999, 9999, 9999, 9999, 0, 9999, 50, 0, 
15, 1, 1, Daily, PowerFlow, 1,     0.00,    -0.00, Injection,      0.6,      0.6,      0.6,      0.6,      0.6,      0.6,    277.1,    277.1,    277.1, 428.200272821425, 0, 0, 0.5, -1.4210854715202E-017, -0.5, 0.5, 0, 0.5, 0, 0, 1, 1, 9999, 9999, 9999, 9999, 9999, 9999, 0, 9999, 50, 0, 
15, 2, 1, Daily, PowerFlow, 1,     0.00,    -0.00, Injection,      0.6,      0.6,      0.6,      0.6,      0.6,      0.6,    277.1,    277.1,    277.1, 428.200272821425, 0, 0, 0.5, -1.4210854715202E-017, -0.5, 0.5, 0, 0.5, 0, 0, 1, 1, 9999, 9999, 9999, 9999, 9999, 9999, 0, 9999, 50, 0, 
16, 1, 1, Daily, PowerFlow, 1,     0.00,    -0.00, Injection,      0.6,      0.6,      0.6,      0.6,      0.6,      0.6,    277.1,    277.1,    277.1, 428.200272821425, 0, 0, 0.5, -1.4210854715202E-017, -0.5, 0.5, 0, 0.5, 0, 0, 1, 1, 9999, 9999, 9999, 9999, 9999, 9999, 0, 9999, 50, 0, 
16, 2, 1, Daily, PowerFlow, 1,     0.00,    -0.00, Injection,      0.6,      0.6,      0.6,      0.6,      0.6,      0.6,    277.1,    277.1,    277.1, 428.200272821425, 0, 0, 0.5, -1.4210854715202E-017, -0.5, 0.5, 0, 0.5, 0, 0, 1, 1, 9999, 9999, 9999, 9999, 9999, 9999, 0, 9999, 50, 0, 
17, 1, 1, Daily, PowerFlow, 1,     0.00,     0.05, Injection,     60.1,     60.1,     60.1,     60.1,     60.1,     60.1,    277.1,    277.1,    277.1, 428.200272821425, 1, 50, 0, 9.09494701772928E-016, 50, 6.11111111111111, 0, 0.5, 5.61111111111111, 0, 1, 1, 9999, 9999, 9999, 9999, 9999, 9999, 50, 9999, 50, 1, 
17, 2, 1, Daily, PowerFlow, 1,     0.00,     0.05, Injection,      0.0,      0.0,      0.0,     60.1,     60.1,     60.1,    277.1,    277.1,    277.1, 428.200272821425, 1, 50, 0, -1.81898940354586E-015, 50, 6.11111111111111, 0, 0.5, 5.61111111111111, 0, 1, 1, 9999, 9999, 9999, 9999, 9999, 9999, 50, 9999, 50, 1, 
18, 1, 1, Daily, PowerFlow, 1,     0.00,     0.05, Injection,      0.0,      0.0,      0.0,     60.1,     60.1,     60.1,    277.1,    277.1,    277.1, 372.089498604501, 1, 50, 0, -5.55111512312578E-020, 50, 6.11111111111111, 0, 0.5, 5.61111111111111, -56.1107742169233, 1, 1, 9999, 9999, 9999, 9999, 9999, 9999, 50, 9999, 50, 1, 
18, 2, 1, Daily, PowerFlow, 1,     0.00,     0.05, Injection,      0.0,      0.0,      0.0,     60.1,     60.1,     60.1,    277.1,    277.1,    277.1, 372.089498604501, 1, 50, 0, 0, 50, 6.11111111111112, 0, 0.5, 5.61111111111111, -56.1107742169233, 1, 1, 9999, 9999, 9999, 9999, 9999, 9999, 50, 9999, 50, 1, 
