Freq, Harmonic, V1, VAngle1, V2, VAngle2, V3, VAngle3, I1, IAngle1, I2, IAngle2, I3, IAngle3
900, 15.00000, 1.38018E-010, 48.9158, 5.86796E-010, 166.344, 5.3737E-010, -26.8338, 3.33551E-011, 139.159, 1.41812E-010, -103.413, 1.29867E-010, 63.4091
60, 1.00000, 7869.38, -4.14069, 7869.38, -124.141, 7869.38, 115.859, 2100.58, -8.22668, 2100.58, -128.227, 2100.58, 111.773
180, 3.00000, 5.83982E-009, 172.769, 2.27187E-008, 50.5914, 2.02221E-008, -115.261, 7.05508E-009, -96.0166, 2.74464E-008, 141.806, 2.44303E-008, -24.046
300, 5.00000, 0.000504128, 157.984, 0.000503797, -82.0074, 0.000503896, 37.9557, 0.000365474, -111.287, 0.000365234, 8.7214, 0.000365306, 128.684
420, 7.00000, 0.000642215, -46.858, 0.000642399, -166.811, 0.000642765, 73.1513, 0.000332572, 43.6626, 0.000332668, -76.2903, 0.000332857, 163.672
540, 9.00000, 1.07013E-008, -75.1709, 1.91962E-008, 179.038, 1.92668E-008, 31.3461, 4.31028E-009, 15.234, 7.73184E-009, -90.5568, 7.76028E-009, 121.751
660, 11.00000, 116.845, 4.00444, 116.845, 124.004, 116.845, -115.996, 38.5063, 94.3357, 38.5063, -145.664, 38.5063, -25.6643
780, 13.00000, 53.8317, 19.1308, 53.8317, -100.869, 53.8317, 139.131, 15.011, 109.411, 15.011, -10.5889, 15.011, -130.589
900, 15.00000, 2.99485E-009, 47.8344, 1.26802E-008, 165.184, 1.16131E-008, -28.0572, 7.23771E-010, 138.077, 3.06445E-009, -104.573, 2.80655E-009, 62.1857
60, 1.00000, 7868.76, -4.15675, 7868.76, -124.157, 7868.76, 115.843, 2108.78, -8.25779, 2108.78, -128.258, 2108.78, 111.742
180, 3.00000, 6.0895E-009, 172.829, 2.37858E-008, 50.5895, 2.11734E-008, -115.331, 7.35672E-009, -95.9568, 2.87356E-008, 141.804, 2.55795E-008, -24.1167
300, 5.00000, 0.000517644, 158.134, 0.000517299, -81.8571, 0.000517401, 38.1051, 0.000375273, -111.137, 0.000375023, 8.87163, 0.000375097, 128.834
420, 7.00000, 0.000664463, -46.7406, 0.000664657, -166.693, 0.000665037, 73.2687, 0.000344093, 43.78, 0.000344194, -76.1726, 0.00034439, 163.789
540, 9.00000, 1.11903E-008, -75.2875, 2.00398E-008, 178.782, 2.00927E-008, 31.163, 4.50724E-009, 15.1174, 8.07164E-009, -90.8131, 8.09294E-009, 121.568
660, 11.00000, 122.057, 3.90023, 122.057, 123.9, 122.057, -116.1, 40.224, 94.2315, 40.224, -145.768, 40.224, -25.7685
780, 13.00000, 56.2184, 19.0345, 56.2184, -100.966, 56.2184, 139.034, 15.6766, 109.315, 15.6766, -10.6852, 15.6766, -130.685
900, 15.00000, 3.12303E-009, 47.7543, 1.32526E-008, 165.174, 1.21353E-008, -28.0311, 7.54748E-010, 137.997, 3.20278E-009, -104.583, 2.93276E-009, 62.2118
60, 1.00000, 7914.06, -2.81479, 7914.06, -122.815, 7914.06, 117.185, 1424.79, -5.67135, 1424.79, -125.671, 1424.79, 114.329
180, 3.00000, 6.39496E-009, 179.882, 2.4989E-008, 57.4193, 2.22215E-008, -108.528, 7.72574E-009, -88.9033, 3.01892E-008, 148.634, 2.68458E-008, -17.3135
300, 5.00000, 0.00152056, 163.121, 0.00152017, -76.8763, 0.00152031, 43.1098, 0.00110235, -106.15, 0.00110207, 13.8525, 0.00110217, 133.839
420, 7.00000, 0.00153734, -42.4007, 0.00153749, -162.376, 0.001538, 77.6069, 0.000796116, 48.1198, 0.000796194, -71.8552, 0.000796456, 168.127
540, 9.00000, 1.3849E-008, -64.0938, 2.47909E-008, -169.672, 2.49395E-008, 42.6655, 5.57811E-009, 26.3111, 9.98528E-009, -79.2671, 1.00451E-008, 133.07
660, 11.00000, 156.699, 14.9239, 156.699, 134.924, 156.699, -105.076, 51.64, 105.255, 51.64, -134.745, 51.64, -14.7448
780, 13.00000, 74.3568, 29.5264, 74.3568, -90.4736, 74.3568, 149.526, 20.7345, 119.807, 20.7345, -0.193247, 20.7345, -120.193
900, 15.00000, 4.26843E-009, 57.6147, 1.79127E-008, 174.975, 1.63953E-008, -18.3939, 1.03156E-009, 147.858, 4.329E-009, -94.782, 3.96228E-009, 71.849
60, 1.00000, 7911.89, -2.88896, 7911.89, -122.889, 7911.89, 117.111, 1462.5, -5.81362, 1462.5, -125.814, 1462.5, 114.186
180, 3.00000, 4.25825E-009, 179.673, 1.67125E-008, 57.0116, 1.48535E-008, -109.022, 5.14438E-009, -89.1126, 2.01904E-008, 148.226, 1.79446E-008, -17.8077
300, 5.00000, 0.000978478, 162.436, 0.000978218, -77.5617, 0.000978314, 42.424, 0.000709361, -106.835, 0.000709172, 13.1671, 0.000709242, 133.153
420, 7.00000, 0.000992565, -43.1129, 0.000992665, -163.087, 0.000993001, 76.895, 0.000514001, 47.4077, 0.000514053, -72.5666, 0.000514227, 167.416
540, 9.00000, 9.1249E-009, -64.5963, 1.64275E-008, -170.417, 1.64741E-008, 41.786, 3.67533E-009, 25.8086, 6.61666E-009, -80.0117, 6.63542E-009, 132.191
660, 11.00000, 103.571, 14.1695, 103.571, 134.17, 103.571, -105.83, 34.1319, 104.501, 34.1319, -135.499, 34.1319, -15.4992
780, 13.00000, 49.0406, 28.7879, 49.0406, -91.2121, 49.0406, 148.788, 13.675, 119.068, 13.675, -0.931797, 13.675, -120.932
900, 15.00000, 2.78936E-009, 56.9262, 1.17974E-008, 174.286, 1.08034E-008, -18.9703, 6.74109E-010, 147.169, 2.85111E-009, -95.4708, 2.61088E-009, 71.2727
